dataset,DOI,AuthorYear,SDG_theme,ancillary,classification_type,indices,RS_spatital_resolution_m,model_group,Confusion_matrix,RS_device_group,RS_device_type,Publication.Year,number_classes,fraction_majority_class,total,OA_reported,globalCitationsCount,RS_spatital_res_grouped,journal,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84857004904&partnerID=40&md5=d95139cc35ea4ec8e528cbb894c7523d,"Song X., Duan Z., Jiang X.",NR,NR,CHECK,NR,NR,SVM,NR,CHECK,CHECK,2012,NR,NR,,95.2,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-82055206448&partnerID=40&md5=c9c2e62e253498c95553f26f0d18f813,"Tan C.P., Ewe H.T., Chuah H.T.",NR,NR,CHECK,NR,NR,SVM,NR,CHECK,CHECK,2011,NR,NR,,76.7,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-78650132025&partnerID=40&md5=493decc3229bba3e6ed8001bc630e247,"Sluiter R., Pebesma E.J.",NR,NR,CHECK,NR,NR,SVM,NR,CHECK,CHECK,2010,NR,NR,,67.2,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-77951777296&partnerID=40&md5=002c0f05c673ee9c377b8518725ea7db,"Qing J., Huo H., Fang T.",NR,NR,CHECK,NR,NR,SVM,NR,CHECK,CHECK,2010,NR,NR,,91.9,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-40349100592&partnerID=40&md5=5f36ac967a00e4886f2d619b1de361a2,Foody G.M.,NR,NR,CHECK,NR,NR,SVM,NR,CHECK,CHECK,2008,NR,NR,,91.3,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-37549004391&partnerID=40&md5=862b1b6363b172dfdb75e233ed6d36a9,"Dixon B., Candade N.",NR,NR,CHECK,NR,NR,SVM,NR,CHECK,CHECK,2008,NR,NR,,79.2,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-34547111054&partnerID=40&md5=cdd93988ab02152815c5d5dcbf5d8f05,"Foody G.M., Boyd D.S., Sanchez-Hernandez C.",NR,NR,CHECK,NR,NR,SVM,NR,CHECK,CHECK,2007,NR,NR,,93.6,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-34250838520&partnerID=40&md5=be1b2b9d509d78bc46529f56c406536f,"Ouyang Y., Ma J.",NR,NR,CHECK,NR,NR,SVM,NR,CHECK,CHECK,2006,NR,NR,,90.2,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-33747086525&partnerID=40&md5=0fb99ec37ec60ab01f316b9f31f00708,"Pal M., Mather P.M.",NR,NR,CHECK,NR,NR,SVM,NR,CHECK,CHECK,2006,NR,NR,,84.9,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-13644256120&partnerID=40&md5=d0f358faf42d4b0755853bb0a3bd6175,"Pal M., Mather P.M.",NR,NR,CHECK,NR,NR,SVM,NR,CHECK,CHECK,2005,NR,NR,,87.9,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0037138473&partnerID=40&md5=eace114ac76282d865673c6dfd79cf62,"Huang C., Davis L.S., Townshend J.R.G.",NR,NR,CHECK,NR,NR,SVM,NR,CHECK,CHECK,2002,NR,NR,,70.4,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84859932886&partnerID=40&md5=e612c8f38c0dd22eb7ac40a2ff9a2a11,"Li G., Lu D., Moran E., Dutra L., Batistella M.",NR,NR,CHECK,NR,NR,SVM,NR,CHECK,CHECK,2012,NR,NR,,56.6,TO_DO,NR,ISPRS Journal of Photogrammetry and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84872947142&partnerID=40&md5=fe72dd1d144776fc931c446a49b93cc3,"Samadzadegan F., Hasani H., Schenk T.",NR,NR,CHECK,NR,NR,SVM,NR,CHECK,CHECK,2012,NR,NR,,87.5,TO_DO,NR,Photogrammetric Engineering and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-38949149377&partnerID=40&md5=6cb7634a55988a43da169a9d130ada1c,"Watanachaturaporn P., Arora M.K., Varshney P.K.",NR,NR,CHECK,NR,NR,SVM,NR,CHECK,CHECK,2008,NR,NR,,97.6,TO_DO,NR,Photogrammetric Engineering and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-3042654673&partnerID=40&md5=cf6058f30700306bb49cec40331fc429,"Foody G.M., Mathur A.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2004,NR,NR,,90.8,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-78650132025&partnerID=40&md5=493decc3229bba3e6ed8001bc630e247,"Sluiter R., Pebesma E.J.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2010,NR,NR,,69.6,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-41549156538&partnerID=40&md5=9c52eef39e3e5aff07ededf0a1eb9ab5,Pal M.,NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2008,NR,NR,,84.4,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-40349100592&partnerID=40&md5=5f36ac967a00e4886f2d619b1de361a2,Foody G.M.,NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2008,NR,NR,,91.9,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-34547111054&partnerID=40&md5=cdd93988ab02152815c5d5dcbf5d8f05,"Foody G.M., Boyd D.S., Sanchez-Hernandez C.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2007,NR,NR,,96.8,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-34250838520&partnerID=40&md5=be1b2b9d509d78bc46529f56c406536f,"Ouyang Y., Ma J.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2006,NR,NR,,89.2,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-33747086525&partnerID=40&md5=0fb99ec37ec60ab01f316b9f31f00708,"Pal M., Mather P.M.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2006,NR,NR,,79.1,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0037138473&partnerID=40&md5=eace114ac76282d865673c6dfd79cf62,"Huang C., Davis L.S., Townshend J.R.G.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2002,NR,NR,,69.7,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84859932886&partnerID=40&md5=e612c8f38c0dd22eb7ac40a2ff9a2a11,"Li G., Lu D., Moran E., Dutra L., Batistella M.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2012,NR,NR,,59.4,TO_DO,NR,ISPRS Journal of Photogrammetry and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84872947142&partnerID=40&md5=fe72dd1d144776fc931c446a49b93cc3,"Samadzadegan F., Hasani H., Schenk T.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2012,NR,NR,,61,TO_DO,NR,Photogrammetric Engineering and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-68649121697&partnerID=40&md5=e5cd06135a2dfd8aef91d30718f19cdc,"Mountrakis G., Watts R., Luo L., Wang J.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2009,NR,NR,,90.9,TO_DO,NR,Photogrammetric Engineering and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-38949149377&partnerID=40&md5=6cb7634a55988a43da169a9d130ada1c,"Watanachaturaporn P., Arora M.K., Varshney P.K.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2008,NR,NR,,97.5,TO_DO,NR,Photogrammetric Engineering and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-4143054683&partnerID=40&md5=2c49cfd441d7c13de795c135c095fd51,"Huang Z., Lees B.G.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2004,NR,NR,,60.8,TO_DO,NR,Photogrammetric Engineering and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-78650903054&partnerID=40&md5=b1237a520001ccb64e58be98951cef61,"Gong B., Im J., Mountrakis G.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2011,NR,NR,,69.3,TO_DO,NR,Remote Sensing of Environment,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0141569007&partnerID=40&md5=17ea7609672b4ed38db71293d38d23b3,"Pal M., Mather P.M.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2003,NR,NR,,92.5,TO_DO,NR,Remote Sensing of Environment,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0035840406&partnerID=40&md5=106cd47ec1bf222af95931116ada0a08,"Pal S.K., Bandyopadhyay S., Murthy C.A.",NR,NR,CHECK,NR,NR,GA,NR,CHECK,CHECK,2001,NR,NR,,83.4,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-80051794605&partnerID=40&md5=8c07aa5525cb489ea4413001f7692e35,"Zhong Y., Zhang L.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2011,NR,NR,,83,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-79952070511&partnerID=40&md5=647526917abdca18185fce44fcf5a124,"Liu X., Li X., Zhang X.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2010,NR,NR,,86.7,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-36348953996&partnerID=40&md5=8cda5c1865ca76b04b2ac593aa65abbe,"Zhong Y., Zhang L., Gong J., Li P.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2007,NR,NR,,91.1,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-77956647030&partnerID=40&md5=65e9e602384e8661e1696ee9b4dbc74e,"Li Z., Eastman J.R.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2010,NR,NR,,88,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-77951214670&partnerID=40&md5=55e8a027b2e6f18567e589accca28e45,"Cruz-Cardenas G., Ortiz-Solorio C.A., Ojeda-Trejo E., Martinez-Montoya J.F., Sotelo-Ruiz E.D., Licona-Vargas A.L.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2010,NR,NR,,68,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-77951777296&partnerID=40&md5=002c0f05c673ee9c377b8518725ea7db,"Qing J., Huo H., Fang T.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2010,NR,NR,,87.9,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-77951126983&partnerID=40&md5=5c5d3e0f921ac2691f019964b256301a,"Tong X., Zhang X., Liu M.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2010,NR,NR,,72.4,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-34748847427&partnerID=40&md5=c17818e662de1878f1360570ba14fff0,"Agrawal A., Kumar N., Radhakrishna M.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2007,NR,NR,,94.4,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-34147122504&partnerID=40&md5=b003c356c0be0efbe27cec3d32c78345,"Zhang L., Zhong Y., Huang B., Li P.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2007,NR,NR,,87.9,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-33747120577&partnerID=40&md5=1f67475b06ab970dc252330074c21fc8,"Yun O., Ma J.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2006,NR,NR,,95.2,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-1942536039&partnerID=40&md5=94a3c8558c9deaefdfca0ff5823541ce,"Linderman M., Liu J., Qi J., An L., Ouyang Z., Yang J., Tan Y.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2004,NR,NR,,80,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84872947142&partnerID=40&md5=fe72dd1d144776fc931c446a49b93cc3,"Samadzadegan F., Hasani H., Schenk T.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2012,NR,NR,,61,TO_DO,NR,Photogrammetric Engineering and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-58449118290&partnerID=40&md5=e6056ead4e59bd18b464be1290b99ac0,"Wang T., Skidmore A.K., Toxopeus A.G., Liu X.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2009,NR,NR,,78.2,TO_DO,NR,Photogrammetric Engineering and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0033540293&partnerID=40&md5=95f1afa1f8bdf3225ba3a76f5da56226,"Yang H., Van Der Meer F., Bakker W., Tan Z.J.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,1999,NR,NR,,86,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-20444432773&partnerID=40&md5=e4a3c56dad0c19b1b09644ef5582d838,"Camps-Valls G., Bruzzone L.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2005,NR,NR,,89.9,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-3042654673&partnerID=40&md5=cf6058f30700306bb49cec40331fc429,"Foody G.M., Mathur A.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2004,NR,NR,,90.8,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-78650132025&partnerID=40&md5=493decc3229bba3e6ed8001bc630e247,"Sluiter R., Pebesma E.J.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2010,NR,NR,,69.6,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-40349100592&partnerID=40&md5=5f36ac967a00e4886f2d619b1de361a2,Foody G.M.,NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2008,NR,NR,,91.9,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-34547111054&partnerID=40&md5=cdd93988ab02152815c5d5dcbf5d8f05,"Foody G.M., Boyd D.S., Sanchez-Hernandez C.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2007,NR,NR,,96.8,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84872947142&partnerID=40&md5=fe72dd1d144776fc931c446a49b93cc3,"Samadzadegan F., Hasani H., Schenk T.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2012,NR,NR,,61,TO_DO,NR,Photogrammetric Engineering and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-36348953996&partnerID=40&md5=8cda5c1865ca76b04b2ac593aa65abbe,"Zhong Y., Zhang L., Gong J., Li P.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2007,NR,NR,,91.1,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-77951214670&partnerID=40&md5=55e8a027b2e6f18567e589accca28e45,"Cruz-Cardenas G., Ortiz-Solorio C.A., Ojeda-Trejo E., Martinez-Montoya J.F., Sotelo-Ruiz E.D., Licona-Vargas A.L.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2010,NR,NR,,68,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-77951777296&partnerID=40&md5=002c0f05c673ee9c377b8518725ea7db,"Qing J., Huo H., Fang T.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2010,NR,NR,,87.9,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-34147122504&partnerID=40&md5=b003c356c0be0efbe27cec3d32c78345,"Zhang L., Zhong Y., Huang B., Li P.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2007,NR,NR,,87.9,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-34748847427&partnerID=40&md5=c17818e662de1878f1360570ba14fff0,"Agrawal A., Kumar N., Radhakrishna M.",NR,NR,CHECK,NR,NR,FZ,NR,CHECK,CHECK,2007,NR,NR,,98.1,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-41549156538&partnerID=40&md5=9c52eef39e3e5aff07ededf0a1eb9ab5,Pal M.,NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2008,NR,NR,,84.4,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-34147122504&partnerID=40&md5=b003c356c0be0efbe27cec3d32c78345,"Zhang L., Zhong Y., Huang B., Li P.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2007,NR,NR,,87.9,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-78650903054&partnerID=40&md5=b1237a520001ccb64e58be98951cef61,"Gong B., Im J., Mountrakis G.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2011,NR,NR,,69.3,TO_DO,NR,Remote Sensing of Environment,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-78650132025&partnerID=40&md5=493decc3229bba3e6ed8001bc630e247,"Sluiter R., Pebesma E.J.",NR,NR,CHECK,NR,NR,RF,NR,CHECK,CHECK,2010,NR,NR,,66.2,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-43949125818&partnerID=40&md5=56651f8a17c61f0c2a3068590ff03558,"Chan J.C.-W., Paelinckx D.",NR,NR,CHECK,NR,NR,RF,NR,CHECK,CHECK,2008,NR,NR,,69.5,TO_DO,NR,Remote Sensing of Environment,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0141569007&partnerID=40&md5=17ea7609672b4ed38db71293d38d23b3,"Pal M., Mather P.M.",NR,NR,CHECK,NR,NR,RF,NR,CHECK,CHECK,2003,NR,NR,,90.5,TO_DO,NR,Remote Sensing of Environment,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84861338885&partnerID=40&md5=5e47c15c0f4a2041a64e366da84c8b1c,"Sami Ul Haq Q., Tao L., Sun F., Yang S.",NR,NR,CHECK,NR,NR,SVM,NR,CHECK,CHECK,2012,NR,NR,,66.8,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-80052099081&partnerID=40&md5=869d39a2460948376b7eec66b6fe101b,"Li C.-H., Kuo B.-C., Lin C.-T., Huang C.-S.",NR,NR,CHECK,NR,NR,SVM,NR,CHECK,CHECK,2011,NR,NR,,88.6,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-78049241977&partnerID=40&md5=0875ef2e36fb7c976866e86a30a686f7,"Tarabalka Y., Benediktsson J.A., Chanussot J., Tilton J.C.",NR,NR,CHECK,NR,NR,SVM,NR,CHECK,CHECK,2010,NR,NR,,79.6,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-67651154162&partnerID=40&md5=0db0872433681ef2c57826274e348342,"Ghoggali N., Melgani F.",NR,NR,CHECK,NR,NR,SVM,NR,CHECK,CHECK,2009,NR,NR,,98.4,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-36348942491&partnerID=40&md5=df9c32343f92c60a537001019a4fddc5,"Martinez-Uso A., Pla F., Sotoca J.M., Garcia-Sevilla P.",NR,NR,CHECK,NR,NR,SVM,NR,CHECK,CHECK,2007,NR,NR,,59.8,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-4344614511&partnerID=40&md5=3876e50fc3ef49d37db4a4786d26fa1a,"Melgani F., Bruzzone L.",NR,NR,CHECK,NR,NR,SVM,NR,CHECK,CHECK,2004,NR,NR,,85.4,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84857000850&partnerID=40&md5=7fe55f1ba0d7c0ba72150e30291a744c,"Salberg A.-B., Jenssen R.",NR,NR,CHECK,NR,NR,SVM,NR,CHECK,CHECK,2012,NR,NR,,83.1,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-78650132025&partnerID=40&md5=493decc3229bba3e6ed8001bc630e247,"Sluiter R., Pebesma E.J.",NR,NR,CHECK,NR,NR,SVM,NR,CHECK,CHECK,2010,NR,NR,,57.6,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-77951777296&partnerID=40&md5=002c0f05c673ee9c377b8518725ea7db,"Qing J., Huo H., Fang T.",NR,NR,CHECK,NR,NR,SVM,NR,CHECK,CHECK,2010,NR,NR,,91.9,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-34250838520&partnerID=40&md5=be1b2b9d509d78bc46529f56c406536f,"Ouyang Y., Ma J.",NR,NR,CHECK,NR,NR,SVM,NR,CHECK,CHECK,2006,NR,NR,,90.2,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84859932886&partnerID=40&md5=e612c8f38c0dd22eb7ac40a2ff9a2a11,"Li G., Lu D., Moran E., Dutra L., Batistella M.",NR,NR,CHECK,NR,NR,SVM,NR,CHECK,CHECK,2012,NR,NR,,56.6,TO_DO,NR,ISPRS Journal of Photogrammetry and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84872947142&partnerID=40&md5=fe72dd1d144776fc931c446a49b93cc3,"Samadzadegan F., Hasani H., Schenk T.",NR,NR,CHECK,NR,NR,SVM,NR,CHECK,CHECK,2012,NR,NR,,87.5,TO_DO,NR,Photogrammetric Engineering and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-39749111391&partnerID=40&md5=42c1387e2e0656093a6b8b0f832d523c,"Carrao H., Goncalves P., Caetano M.",NR,NR,CHECK,NR,NR,SVM,NR,CHECK,CHECK,2008,NR,NR,,14,TO_DO,NR,Remote Sensing of Environment,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-36348942491&partnerID=40&md5=df9c32343f92c60a537001019a4fddc5,"Martinez-Uso A., Pla F., Sotoca J.M., Garcia-Sevilla P.",NR,NR,CHECK,NR,NR,KNN,NR,CHECK,CHECK,2007,NR,NR,,59.2,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-78650132025&partnerID=40&md5=493decc3229bba3e6ed8001bc630e247,"Sluiter R., Pebesma E.J.",NR,NR,CHECK,NR,NR,KNN,NR,CHECK,CHECK,2010,NR,NR,,47.9,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-34250838520&partnerID=40&md5=be1b2b9d509d78bc46529f56c406536f,"Ouyang Y., Ma J.",NR,NR,CHECK,NR,NR,KNN,NR,CHECK,CHECK,2006,NR,NR,,90.8,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0033589469&partnerID=40&md5=927ea394abdf12babad1234c7226c43b,"Cortijo F.J., Perez De La Blanca N.",NR,NR,CHECK,NR,NR,KNN,NR,CHECK,CHECK,1999,NR,NR,,78.8,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-3643128070&partnerID=40&md5=b8ba7b14e096c93cd171aead3cb2c799,"Cortijo F.J., De La Ferez Blanca N.",NR,NR,CHECK,NR,NR,KNN,NR,CHECK,CHECK,1998,NR,NR,,76.6,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84859932886&partnerID=40&md5=e612c8f38c0dd22eb7ac40a2ff9a2a11,"Li G., Lu D., Moran E., Dutra L., Batistella M.",NR,NR,CHECK,NR,NR,KNN,NR,CHECK,CHECK,2012,NR,NR,,47.6,TO_DO,NR,ISPRS Journal of Photogrammetry and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84872947142&partnerID=40&md5=fe72dd1d144776fc931c446a49b93cc3,"Samadzadegan F., Hasani H., Schenk T.",NR,NR,CHECK,NR,NR,KNN,NR,CHECK,CHECK,2012,NR,NR,,74.5,TO_DO,NR,Photogrammetric Engineering and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036276624&partnerID=40&md5=4f160c474691a05d6b01cbd511ad6130,"Debeir O., Van Den Steen I., Latinne P., Van Ham P., Wolff E.",NR,NR,CHECK,NR,NR,KNN,NR,CHECK,CHECK,2002,NR,NR,,56,TO_DO,NR,Photogrammetric Engineering and Remote Sensing,
